Position	XHC133-SI-GA-G4
chr3:122729384-122729501	
chr3:122728615-122728725	
chr3:122726947-122727062	
chr3:122724252-122724366	
chr3:122714334-122714444	
chr3:122712190-122712305	
chr3:122701481-122701591	
chr3:122573951-122574067	
chr3:122573789-122573903	
chr3:122573766-122573881	
chr3:122571867-122571977	
chr3:122535793-122535910	
chr3:122411510-122411624	
chr3:122366894-122367004	
chr3:122359578-122359696	
chr3:122337479-122337594	
chr3:121989852-121989963	
chr3:121820871-121820981	
chr3:121788652-121788769	
chr3:121788454-121788565	
chr3:121694038-121694148	
chr3:121655630-121655749	
chr3:120688745-120688865	
chr3:120687185-120687295	
chr3:120327700-120327816	
chr3:120326114-120326224	
chr3:120093858-120093971	
chr3:120080340-120080450	
chr3:120063953-120064065	
chr3:119983481-119983593	
chr3:119979423-119979539	
chr3:119837893-119838021	
chr3:119824279-119824402	
chr3:119823869-119823980	
chr3:119493096-119493211	
chr3:119473288-119473403	
chr3:119439722-119439835	
chr3:119435626-119435743	
chr3:119435379-119435493	
chr3:116644169-116644288	
chr3:116425823-116425935	
chr3:116310864-116310980	
chr3:116199114-116199227	
chr3:116184980-116185095	
chr3:116022187-116022299	
chr3:115873328-115873444	
chr3:115824659-115824777	
chr3:115819377-115819489	
chr3:115809885-115809999	
chr3:115802476-115802588	
chr3:115721177-115721295	
chr3:115720997-115721114	
chr3:115026813-115026923	
chr3:114859522-114859640	
chr3:114803729-114803846	
chr3:114775982-114776099	
chr3:114748229-114748386	
chr3:114675799-114675910	
chr3:114639419-114639532	
chr3:114515954-114516071	
chr3:114409075-114409203	
chr3:114338601-114338717	
chr3:114338043-114338156	
chr3:114337863-114337974	
chr3:114332008-114332133	
chr3:114331055-114331187	
chr3:114319106-114319219	
chr3:114315918-114316028	
chr3:114315518-114315656	
chr3:114314985-114315099	
chr3:113987079-113987193	
chr3:113810366-113810476	
chr3:113809998-113810108	
chr3:113761321-113761434	
chr3:113753643-113753760	
chr3:113669559-113669670	
chr3:113657213-113657350	
chr3:113653003-113653113	
chr3:113652424-113652535	
chr3:113649449-113649559	
chr3:113569088-113569209	
chr3:113286856-113286967	
chr3:113016390-113016501	
chr3:113015809-113015927	
chr3:113013986-113014096	
chr3:113002606-113002726	
chr3:113001224-113001334	
chr3:113000894-113001010	
chr3:112601293-112601404	
chr3:112600487-112600600	
chr3:112565730-112565840	
chr3:112362663-112362777	
chr3:112361959-112362070	
chr3:112360283-112360397	
chr3:112352490-112352617	
chr3:112185289-112185399	
chr3:112183299-112183420	
chr3:112106214-112106324	
chr3:112091964-112092078	
chr3:111992179-111992294	
chr3:111896706-111896821	
chr3:111895005-111895117	
chr3:111869414-111869524	
chr3:111745783-111745898	
chr3:111651846-111651973	
chr3:111647038-111647159	
chr3:111090518-111090649	
chr3:109150064-109150176	
chr3:108165095-108165205	
chr3:108045509-108045619	
chr3:108044365-108044497	
chr3:108043391-108043502	
chr3:107810861-107810973	
chr3:107810160-107810278	
chr3:107806080-107806191	
chr3:107805800-107805910	
chr3:107660455-107660577	
chr3:105840822-105840935	
chr3:105838199-105838327	
chr3:105838033-105838148	
chr3:105830174-105830288	
chr3:105829616-105829751	
chr3:105805884-105805998	
chr3:105805252-105805370	
chr3:105754966-105755086	
chr3:105726495-105726609	
chr3:105677300-105677418	
chr3:105670658-105670773	
chr3:105658342-105658454	
chr3:105431092-105431206	
chr3:105408151-105408261	
chr3:105406705-105406816	
chr3:101860749-101860864	
chr3:101860130-101860244	
chr3:101856983-101857100	
chr3:101854451-101854566	
chr3:101824051-101824173	
chr3:101801860-101801970	
chr3:101593580-101593690	
chr3:101593285-101593395	
chr3:101565114-101565224	
chr3:101349629-101349743	
chr3:101328570-101328681	
chr3:101325250-101325361	
chr3:100749474-100749588	
chr3:100709417-100709528	
chr3:100695091-100695202	
chr3:100365201-100365311	
chr3:100322719-100322830	
chr3:100322044-100322160	
chr3:100168690-100168801	
chr3:99982295-99982407	
chr3:99849497-99849609	
chr3:99798568-99798688	
chr3:99797230-99797340	
chr3:99738664-99738776	
chr3:99664448-99664558	
chr3:98799266-98799376	
chr3:98797248-98797362	
chr3:98796986-98797106	
chr3:98796202-98796321	
chr3:98589464-98589585	
chr3:98533036-98533146	
chr3:97944059-97944174	
chr3:94105832-94105944	
chr3:94093191-94093302	
chr3:94058682-94058797	
chr3:93960937-93961047	
chr3:89481377-89481487	
chr3:89480569-89480680	
chr3:89211664-89211774	
chr3:88140530-88140641	
chr3:88055272-88055382	
chr3:87253864-87253978	
chr3:86942961-86943080	
chr3:86941746-86941856	
chr3:86941399-86941510	
chr3:86941135-86941245	
chr3:81748955-81749071	
chr3:81655463-81655586	
chr3:81535067-81535181	
chr3:81504456-81504567	
chr3:78639854-78639964	
chr3:78597916-78598027	
chr3:78597820-78597930	
chr3:75730303-75730416	
chr3:75430838-75430950	
chr3:73068919-73069031	
chr3:73068319-73068435	
chr3:73066189-73066312	
chr3:73065929-73066044	
chr3:73050403-73050515	
chr3:73003068-73003181	
chr3:72980188-72980298	
chr3:72376864-72376984	
chr3:71684343-71684458	
chr3:71683043-71683154	
chr3:71568603-71568714	
chr3:71348600-71348710	
chr3:71252078-71252190	
chr3:71240500-71240611	
chr3:71228917-71229031	
chr3:71190424-71190534	
chr3:71183449-71183568	
chr3:71121428-71121538	
chr3:71120993-71121107	
chr3:71115267-71115402	
chr3:71088350-71088463	
chr3:70967637-70967749	
chr3:70959140-70959253	
chr3:70958581-70958700	
chr3:70958261-70958371	1
chr3:70958155-70958274	
chr3:70958071-70958185	
chr3:70957939-70958050	
chr3:70957104-70957214	
chr3:70956439-70956549	
chr3:70956365-70956481	
chr3:70955782-70955906	
chr3:70955520-70955633	
chr3:69965764-69965874	
chr3:69845392-69845506	
chr3:69213611-69213728	
chr3:69192773-69192885	
chr3:69190356-69190469	
chr3:69181532-69181642	
chr3:69174092-69174205	
chr3:69104920-69105030	
chr3:69029927-69030037	
chr3:69024218-69024334	
chr3:69022820-69022930	
chr3:69021635-69021748	
chr3:69012843-69012955	
chr3:68977284-68977400	
chr3:68976591-68976721	
chr3:68850680-68850790	
chr3:68731454-68731570	
chr3:68635759-68635870	
chr3:67374779-67374889	
chr3:66500880-66500996	
chr3:66378669-66378779	
chr3:66038581-66038695	
chr3:65934718-65934833	
chr3:65841403-65841513	
chr3:65840098-65840212	
chr3:65609235-65609345	
chr3:65580268-65580378	
chr3:65464935-65465053	
chr3:65463508-65463653	
chr3:65440881-65440992	
chr3:65439878-65439997	
chr3:65394632-65394742	
chr3:65387338-65387449	
chr3:65384730-65384858	
chr3:65354852-65354963	
chr3:65027426-65027545	
chr3:64987516-64987627	
chr3:64968430-64968540	
chr3:64823978-64824102	
chr3:64643736-64643847	
chr3:64641219-64641343	
chr3:64614789-64614902	
chr3:64592722-64592835	
chr3:64547303-64547413	
chr3:64542170-64542291	
chr3:64529370-64529481	
chr3:64145329-64145439	
chr3:64001953-64002068	
chr3:63863792-63863903	
chr3:62297400-62297515	
chr3:62296599-62296714	
chr3:62296444-62296554	
chr3:62292351-62292461	
chr3:61992199-61992310	
chr3:61868854-61868966	
chr3:61842634-61842753	
chr3:61805480-61805601	
chr3:61680592-61680702	
chr3:61674133-61674245	
chr3:61661270-61661382	
chr3:61588331-61588444	
chr3:61565560-61565670	
chr3:60991748-60991869	
chr3:60904442-60904552	
chr3:60860035-60860145	
chr3:60818988-60819102	
chr3:60816645-60816755	
chr3:60794323-60794469	
chr3:60792783-60792898	
chr3:60759897-60760010	
chr3:60691326-60691437	
chr3:60659398-60659508	
chr3:60545050-60545160	
chr3:60521198-60521311	
chr3:60188157-60188277	
chr3:60108615-60108730	
chr3:58572994-58573104	
chr3:58567232-58567344	
chr3:58566543-58566653	
chr3:58501638-58501749	
chr3:58382442-58382559	
chr3:58332913-58333025	
chr3:58319582-58319695	
chr3:58318942-58319056	
chr3:58318445-58318566	
chr3:58310915-58311031	0
chr3:58106302-58106427	
chr3:58104148-58104265	
chr3:57928214-57928324	
chr3:57927892-57928005	
chr3:57906000-57906121	
chr3:57893395-57893508	
chr3:57866223-57866349	
chr3:57669995-57670105	
chr3:57641703-57641822	
chr3:57626659-57626772	
chr3:57625590-57625701	
chr3:57564803-57564920	
chr3:57249513-57249625	
chr3:56891291-56891406	
chr3:56861834-56861944	
chr3:56792942-56793057	
chr3:56748499-56748616	
chr3:56743952-56744062	
chr3:56621133-56621243	
chr3:56620974-56621084	
chr3:56598100-56598231	
chr3:55488373-55488496	
chr3:55468088-55468206	
chr3:55467314-55467430	
chr3:54599528-54599640	
chr3:53870598-53870713	
chr3:53866330-53866442	
chr3:53861246-53861356	
chr3:53816790-53816913	
chr3:53192587-53192702	
chr3:53192488-53192603	
chr3:53116559-53116669	
chr3:53111867-53111986	
chr3:53000212-53000326	
chr3:52954808-52954920	
chr3:52840167-52840279	
chr3:52737551-52737663	
chr3:52710314-52710429	
chr3:52694246-52694356	
chr3:52662119-52662230	
chr3:52656848-52656963	
chr3:52645280-52645392	
chr3:52645268-52645383	
chr3:52603477-52603587	
chr3:52547631-52547745	
chr3:52545562-52545672	
chr3:52520899-52521009	
chr3:52503273-52503383	
chr3:52438805-52438915	
chr3:52255561-52255672	
chr3:52254890-52255009	
chr3:52050337-52050455	
chr3:51944083-51944197	
chr3:51668036-51668152	
chr3:51609924-51610036	
chr3:51572402-51572520	
chr3:51571338-51571458	
chr3:51499916-51500030	
chr3:51499876-51499988	
chr3:51486143-51486264	
chr3:51483559-51483696	
chr3:51470840-51470950	
chr3:51444310-51444426	
chr3:51396451-51396563	
chr3:51394198-51394309	
chr3:50647950-50648062	
chr3:50358760-50358871	
chr3:50258848-50258960	
chr3:50188124-50188249	
chr3:50181258-50181370	
chr3:50118404-50118526	
chr3:50011789-50011902	
chr3:49999719-49999833	
chr3:49963061-49963174	
chr3:49762729-49762840	
chr3:49759026-49759136	
chr3:49534137-49534248	
chr3:49423803-49423918	
chr3:49415464-49415574	
chr3:49358190-49358310	0
chr3:49332401-49332513	
chr3:49312424-49312537	
chr3:49278092-49278205	
chr3:49030314-49030425	
chr3:49029812-49029924	
chr3:48983556-48983670	
chr3:48936150-48936261	
chr3:48857082-48857194	
chr3:48750324-48750434	
chr3:48749847-48749960	
chr3:48749433-48749549	
chr3:48748241-48748360	
chr3:48748078-48748195	
chr3:48466235-48466355	
chr3:48451690-48451800	
chr3:48294035-48294150	
chr3:48292504-48292614	
chr3:48270698-48270808	
chr3:48241100-48241214	
chr3:48081674-48081787	
chr3:47816867-47816978	
chr3:47587181-47587291	
chr3:47413165-47413278	
chr3:47329873-47329983	
chr3:47165792-47165903	
chr3:47150870-47150985	
chr3:47148060-47148195	
chr3:47118614-47118731	
chr3:47078677-47078794	
chr3:47063938-47064049	
chr3:47062321-47062435	
chr3:47039163-47039277	
chr3:46202732-46202842	
chr3:46202174-46202286	
chr3:45919020-45919135	
chr3:45824315-45824438	
chr3:45757863-45757983	
chr3:45718244-45718358	
chr3:45680959-45681075	
chr3:45677776-45677887	
chr3:45626843-45626957	
chr3:45535329-45535448	
chr3:45122953-45123066	0
chr3:45094181-45094293	0
chr3:45083863-45083974	0
chr3:44918183-44918294	
chr3:44916777-44916899	
chr3:44750509-44750620	
chr3:44749341-44749459	
chr3:44647237-44647348	
chr3:44373442-44373555	
chr3:43571812-43571928	
chr3:43350814-43350926	
chr3:42784025-42784143	
chr3:42664793-42664907	
chr3:42215451-42215575	
chr3:42210353-42210475	
chr3:42210035-42210167	
chr3:41239936-41240061	
chr3:41239871-41239990	
chr3:40466907-40467018	
chr3:40466465-40466584	
chr3:40461979-40462111	
chr3:40312255-40312365	
chr3:39900857-39900968	
chr3:39096342-39096452	
chr3:38540823-38540943	
chr3:38254668-38254780	
chr3:38240650-38240764	
chr3:38236480-38236592	
chr3:38165724-38165844	
chr3:38165551-38165662	
chr3:38138562-38138678	
chr3:37983912-37984023	
chr3:37981079-37981196	
chr3:37892515-37892626	
chr3:37859196-37859308	
chr3:37787237-37787348	
chr3:37325549-37325660	
chr3:36990492-36990602	
chr3:36990392-36990509	
chr3:36989239-36989350	
chr3:36988862-36988973	
chr3:36857704-36857815	
chr3:36827836-36827946	
chr3:36464780-36464891	
chr3:33601965-33602083	
chr3:33597706-33597822	
chr3:33592605-33592715	
chr3:33388956-33389066	
chr3:33380173-33380291	
chr3:33146842-33146955	
chr3:33145978-33146090	
chr3:33085245-33085357	
chr3:32725877-32726013	
chr3:32716183-32716294	
chr3:32710226-32710338	
chr3:32704873-32704983	
chr3:32694088-32694202	
chr3:32526603-32526728	
chr3:32526012-32526130	
chr3:32483660-32483770	
chr3:32482320-32482432	
chr3:32481320-32481430	
chr3:32301320-32301434	
chr3:32152795-32152908	
chr3:31971059-31971169	
chr3:31969820-31969932	
chr3:31636251-31636361	
chr3:31596786-31596896	
chr3:31543017-31543134	
chr3:30691897-30692007	
chr3:30650329-30650439	
chr3:30010024-30010135	
chr3:30007269-30007380	
chr3:30005053-30005166	
chr3:30004883-30004994	
chr3:29940708-29940821	
chr3:29775215-29775327	
chr3:29739408-29739526	
chr3:29618468-29618578	
chr3:29434745-29434856	
chr3:29428523-29428638	
chr3:29372832-29372943	
chr3:29355508-29355618	
chr3:29308750-29308865	
chr3:28323304-28323421	
chr3:28322744-28322856	
chr3:27470591-27470709	
chr3:27466399-27466511	
chr3:27461158-27461286	
chr3:27373100-27373215	
chr3:27373020-27373134	
chr3:25778875-25779002	
chr3:25754614-25754726	
chr3:25749894-25750010	
chr3:25723580-25723690	
chr3:25664799-25664917	
chr3:25638128-25638241	
chr3:25607274-25607384	
chr3:25597725-25597837	
chr3:25501116-25501229	
chr3:24813834-24813950	
chr3:24481179-24481307	
chr3:24121083-24121193	
chr3:23978646-23978758	
chr3:23978435-23978547	
chr3:22382864-22382976	
chr3:22382796-22382907	
chr3:21698597-21698709	
chr3:21651479-21651590	
chr3:20104840-20104954	
chr3:20043678-20043792	
chr3:19984364-19984476	
chr3:19965369-19965486	0
chr3:19947235-19947345	
chr3:18425138-18425249	
chr3:18424132-18424244	
chr3:18424071-18424184	
chr3:18423835-18423945	
chr3:18423692-18423805	
chr3:18349618-18349729	
chr3:18348811-18348921	
chr3:18348685-18348797	
chr3:18347441-18347551	
chr3:18346528-18346657	
chr3:17684029-17684144	
chr3:17673435-17673546	
chr3:17621657-17621771	
chr3:17554796-17554907	
chr3:17485237-17485357	
chr3:17219037-17219149	
chr3:17160328-17160439	
chr3:17043576-17043688	
chr3:16507804-16507915	
chr3:16332788-16332908	
chr3:16332367-16332479	
chr3:16327711-16327822	
chr3:16324596-16324735	
chr3:16310941-16311064	
chr3:16228590-16228705	
chr3:16227644-16227759	
chr3:15845260-15845377	
chr3:15838698-15838813	
chr3:15796593-15796707	
chr3:15781354-15781464	
chr3:15722877-15722987	
chr3:15716231-15716350	
chr3:15707208-15707318	
chr3:15669625-15669735	
chr3:15668305-15668418	
chr3:15652747-15652858	
chr3:15650387-15650499	
chr3:15648785-15648896	
chr3:15645786-15645903	
chr3:15442158-15442286	
chr3:15441439-15441561	
chr3:15437196-15437314	
chr3:15429971-15430082	
chr3:15220149-15220260	
chr3:15029895-15030012	
chr3:14957755-14957866	
chr3:14944629-14944742	
chr3:14943219-14943330	
chr3:14488861-14488973	
chr3:14485130-14485242	
chr3:14485054-14485167	
chr3:14407006-14407117	
chr3:14178415-14178531	
chr3:14177655-14177769	
chr3:13420143-13420256	
chr3:13379906-13380016	
chr3:13337838-13337948	
chr3:13332675-13332793	
chr3:13011019-13011129	
chr3:12900401-12900518	
chr3:12899148-12899264	
chr3:12733849-12733965	
chr3:12583715-12583835	
chr3:12583294-12583407	
chr3:12401566-12401681	
chr3:12329116-12329233	
chr3:12147167-12147278	
chr3:11643619-11643732	
chr3:11558425-11558538	
chr3:11521507-11521620	
chr3:11510332-11510447	
chr3:11451820-11451935	
chr3:11451797-11451909	
chr3:11451735-11451849	
chr3:11392425-11392544	
chr3:11357969-11358088	
chr3:11319333-11319445	
chr3:10206812-10206924	
chr3:10153551-10153674	
chr3:10153398-10153508	
chr3:10153227-10153338	
chr3:10152319-10152434	
chr3:10022559-10022671	
chr3:9823439-9823549	
chr3:9806466-9806587	
chr3:9747823-9747941	
chr3:9701664-9701777	
chr3:9697518-9697628	
chr3:9687773-9687883	
chr3:9477629-9477751	
chr3:9476409-9476528	
chr3:9446443-9446555	
chr3:9399869-9399980	
chr3:9393831-9393945	
chr3:9391222-9391337	
chr3:9389309-9389422	
chr3:5218805-5218915	
chr3:5218303-5218421	
chr3:5192870-5192987	
chr3:4984983-4985093	
chr3:4983779-4983905	
chr3:4847345-4847459	
chr3:4730225-4730340	
chr3:4635841-4635952	
chr3:4589714-4589825	
chr3:4384842-4384953	
chr3:4373163-4373273	
chr3:3150468-3150582	
chr3:3149980-3150092	
chr3:3149355-3149465	
chr3:3148754-3148866	
chr3:3057761-3057871	
chr3:406350-406464	
chr3:400431-400541	
chr2:241715741-241715851	
chr2:241706575-241706693	
chr2:241689069-241689179	
chr2:241673407-241673525	
chr2:241672990-241673100	
chr2:241493547-241493661	
chr2:241486411-241486537	
chr2:241480482-241480593	
chr2:241446287-241446397	
chr2:241443204-241443315	
chr2:241422368-241422481	
chr2:241373012-241373125	
chr2:241360978-241361092	
chr2:241095993-241096104	
chr2:241085647-241085766	
chr2:241061804-241061917	
chr2:241012775-241012891	
chr2:240623024-240623134	
chr2:240435732-240435844	
chr2:239346782-239346892	
chr2:239078483-239078593	
chr2:239051797-239051913	
chr2:239050250-239050361	
chr2:239048510-239048644	
chr2:238902914-238903024	
chr2:238449592-238449712	
chr2:238367929-238368039	
chr2:238329022-238329135	
chr2:238320531-238320641	
chr2:238295259-238295375	
chr2:238259905-238260016	
chr2:238178740-238178852	
chr2:238176614-238176731	
chr2:238084843-238084961	
chr2:238076050-238076164	
chr2:238057018-238057129	
chr2:237791865-237791977	
chr2:237789742-237789866	
chr2:237779830-237779944	
chr2:237771252-237771370	
chr2:237765228-237765343	
chr2:237545450-237545560	
chr2:237336170-237336284	
chr2:237324059-237324169	1
chr2:237087042-237087159	
chr2:236131437-236131547	
chr2:236128025-236128137	
chr2:236079320-236079439	
chr2:235954189-235954306	
chr2:235909968-235910079	
chr2:235901830-235901945	
chr2:235831134-235831252	
chr2:235667909-235668034	
chr2:235630171-235630281	
chr2:235536418-235536545	
chr2:235535443-235535557	
chr2:235494645-235494755	
chr2:234495089-234495202	
chr2:234494975-234495090	
chr2:234494817-234494928	
chr2:234494748-234494859	
chr2:234493715-234493825	
chr2:233515513-233515624	
chr2:233397485-233397597	
chr2:233367179-233367293	
chr2:233284108-233284220	
chr2:233199485-233199596	
chr2:233176605-233176720	
chr2:233158734-233158847	
chr2:233141528-233141638	
chr2:233119553-233119672	
chr2:233095660-233095770	
chr2:233068543-233068654	
chr2:232918578-232918703	
chr2:232879370-232879483	
chr2:232847467-232847586	
chr2:232833003-232833121	
chr2:232783638-232783754	
chr2:232583380-232583506	
chr2:232582751-232582874	
chr2:232580034-232580183	
chr2:232116783-232116906	
chr2:232056316-232056448	
chr2:231808618-231808731	
chr2:231460677-231460791	
chr2:231454832-231454943	
chr2:231374490-231374600	
chr2:231165213-231165324	
chr2:230772932-230773053	
chr2:230544443-230544554	
chr2:230524323-230524438	
chr2:230517714-230517827	
chr2:230515970-230516082	
chr2:230512924-230513035	
chr2:230498487-230498600	
chr2:230470844-230470963	
chr2:230403160-230403270	
chr2:230354890-230355003	
chr2:230354783-230354898	
chr2:230196499-230196609	
chr2:230168867-230168981	
chr2:230167055-230167174	
chr2:230012219-230012330	
chr2:229921911-229922025	
chr2:229831837-229831952	
chr2:229766961-229767071	
chr2:229766059-229766170	
chr2:229764463-229764573	
chr2:229764147-229764258	
chr2:229114101-229114217	
chr2:227363365-227363482	
chr2:227358034-227358146	
chr2:226981385-226981499	
chr2:226957520-226957630	
chr2:226948514-226948635	
chr2:226799089-226799207	
chr2:226798022-226798132	
chr2:226735992-226736103	
chr2:224778212-224778325	
chr2:224771867-224771981	
chr2:224585126-224585250	
chr2:224580831-224580946	
chr2:224576637-224576749	
chr2:224525011-224525121	
chr2:224039151-224039263	
chr2:223975269-223975392	
chr2:223967184-223967295	
chr2:223934031-223934154	
chr2:223932818-223932929	
chr2:223906905-223907034	
chr2:223900988-223901099	
chr2:223877255-223877367	
chr2:223875334-223875445	
chr2:223756938-223757055	
chr2:223756416-223756535	
chr2:223062495-223062605	
chr2:223055109-223055222	
chr2:222943035-222943149	
chr2:222580444-222580557	
chr2:222561484-222561601	
chr2:222561052-222561167	
chr2:222451090-222451206	
chr2:221439441-221439553	
chr2:221425853-221425964	
chr2:219614160-219614270	
chr2:219610360-219610470	
chr2:219373024-219373137	
chr2:219218536-219218646	
chr2:219161752-219161863	
chr2:218654733-218654846	
chr2:218652931-218653042	
chr2:218617544-218617654	
chr2:218595700-218595813	
chr2:218581120-218581236	
chr2:218561602-218561719	
chr2:218388319-218388435	
chr2:218254345-218254457	
chr2:218254058-218254174	
chr2:217804206-217804339	
chr2:217760008-217760119	
chr2:216672488-216672606	
chr2:216672272-216672386	
chr2:216472734-216472845	
chr2:216060871-216060984	
chr2:216038539-216038653	
chr2:210141077-210141189	
chr2:210027332-210027444	
chr2:210025106-210025216	
chr2:210022570-210022686	
chr2:210022254-210022374	
chr2:210021953-210022067	
chr2:210004702-210004814	
chr2:209733410-209733543	
chr2:208358349-208358459	
chr2:208287220-208287336	
chr2:207752484-207752597	
chr2:207751985-207752097	
chr2:207747491-207747609	
chr2:207744480-207744598	
chr2:207737643-207737754	
chr2:207734529-207734640	
chr2:207732544-207732654	
chr2:207715218-207715337	
chr2:207619123-207619240	
chr2:207614330-207614444	
chr2:207612407-207612523	
chr2:207600188-207600313	
chr2:207598436-207598552	
chr2:207597974-207598084	
chr2:207165665-207165776	
chr2:207135266-207135377	
chr2:207081011-207081134	
chr2:207079711-207079823	
chr2:207079015-207079126	
chr2:207077741-207077853	
chr2:206123288-206123400	
chr2:206122991-206123102	
chr2:206119769-206119879	
chr2:206117142-206117254	
chr2:206115496-206115610	
chr2:205994837-205994960	
chr2:205795311-205795441	
chr2:205794728-205794838	
chr2:205783951-205784072	
chr2:205778170-205778286	
chr2:205722390-205722500	
chr2:205682871-205682985	
chr2:205617295-205617405	
chr2:205616861-205616976	
chr2:205514783-205514898	
chr2:205440410-205440521	
chr2:205213167-205213277	
chr2:204973455-204973565	
chr2:203481549-203481659	
chr2:203435471-203435583	
chr2:203435319-203435434	
chr2:203434516-203434632	
chr2:203434006-203434130	
chr2:203431646-203431758	
chr2:203429703-203429820	
chr2:203427421-203427531	
chr2:203328437-203328557	
chr2:203303824-203303944	
chr2:203301212-203301324	
chr2:203301190-203301305	
chr2:203300841-203300963	
chr2:203299824-203299934	
chr2:203299499-203299609	
chr2:203298985-203299095	
chr2:203298649-203298765	
chr2:202937880-202937996	
chr2:202847645-202847759	
chr2:202846682-202846807	
chr2:202766011-202766157	
chr2:202634944-202635067	
chr2:202563384-202563494	
chr2:202562786-202562897	
chr2:202559965-202560075	
chr2:202490269-202490387	
chr2:202482490-202482606	
chr2:202467995-202468105	
chr2:202429298-202429409	
chr2:202421686-202421800	
chr2:202421260-202421378	
chr2:202394840-202394953	
chr2:202383622-202383738	
chr2:202300328-202300438	
chr2:202037612-202037723	
chr2:202033828-202033954	
chr2:201479406-201479516	
chr2:201379764-201379875	
chr2:201377830-201377942	
chr2:201287355-201287465	
chr2:201286557-201286680	
chr2:201278490-201278604	
chr2:201219655-201219773	
chr2:201219218-201219328	
chr2:201215161-201215286	
chr2:201171629-201171744	
chr2:201171259-201171370	
chr2:201168193-201168315	
chr2:201167016-201167128	
chr2:201165537-201165649	
chr2:201165191-201165338	
chr2:201164228-201164343	
chr2:201119789-201119905	
chr2:201116031-201116142	
chr2:201002479-201002593	
chr2:200979478-200979589	
chr2:200979214-200979347	
chr2:200978414-200978541	
chr2:200974160-200974273	
chr2:200860444-200860556	
chr2:200855587-200855697	
chr2:200825309-200825421	
chr2:200822679-200822809	
chr2:199927515-199927630	
chr2:199927258-199927378	
chr2:199379832-199379945	
chr2:199271510-199271622	
chr2:197474767-197474884	
chr2:197390560-197390676	
chr2:197143099-197143213	
chr2:197119093-197119204	
chr2:197117187-197117305	
chr2:197046591-197046704	
chr2:197045042-197045154	
chr2:196797789-196797900	
chr2:196792987-196793110	
chr2:196162364-196162480	
chr2:196135727-196135850	
chr2:195737553-195737665	
chr2:191678353-191678477	
chr2:191424966-191425078	
chr2:190975576-190975691	
chr2:190971662-190971773	
chr2:190963853-190963965	
chr2:190912992-190913103	
chr2:190880822-190880970	
chr2:190435964-190436074	
chr2:190424185-190424298	
chr2:190408271-190408388	
chr2:189923675-189923790	
chr2:189846463-189846575	
chr2:189750401-189750512	
chr2:189749239-189749352	
chr2:189450292-189450410	
chr2:189033429-189033542	
chr2:188595009-188595125	
chr2:188594016-188594128	
chr2:187466240-187466350	
chr2:187465518-187465634	
chr2:187465442-187465557	
chr2:187374594-187374712	
chr2:187357754-187357868	
chr2:186677589-186677721	
chr2:186632972-186633087	
chr2:186602826-186602945	
chr2:183099000-183099111	
chr2:182834524-182834635	
chr2:182239559-182239670	
chr2:182200935-182201053	
chr2:182140904-182141018	
chr2:180980592-180980706	
chr2:179957792-179957903	
chr2:179481336-179481446	
chr2:179150299-179150411	
chr2:179108548-179108658	
chr2:179105127-179105243	
chr2:178504063-178504173	
chr2:178465691-178465802	
chr2:178438285-178438398	
chr2:177542795-177542905	
chr2:177540023-177540144	
chr2:177538695-177538805	
chr2:177538176-177538286	
chr2:177502200-177502312	
chr2:177447552-177447664	
chr2:177264612-177264729	
chr2:177230300-177230412	
chr2:177223347-177223459	
chr2:177223224-177223334	
chr2:177223015-177223126	
chr2:176174401-176174512	
chr2:176123512-176123624	
chr2:175927732-175927843	
chr2:175924645-175924757	
chr2:175074445-175074557	
chr2:175073715-175073826	
chr2:175073408-175073520	
chr2:174720300-174720416	
chr2:174636290-174636400	
chr2:174561244-174561354	
chr2:174463076-174463188	
chr2:174435411-174435538	
chr2:174434743-174434858	
chr2:174434259-174434372	
chr2:174434077-174434200	
chr2:174433911-174434026	
chr2:174432712-174432831	
chr2:174373778-174373893	
chr2:174075203-174075316	
chr2:173965210-173965320	
chr2:173936751-173936863	
chr2:173908860-173908972	
chr2:173266733-173266850	
chr2:173225858-173225970	
chr2:173225543-173225658	
chr2:173196905-173197017	
chr2:173109427-173109538	
chr2:172597061-172597173	
chr2:172596226-172596338	
chr2:172504211-172504322	
chr2:171823893-171824008	
chr2:171690187-171690298	
chr2:171360431-171360541	
chr2:171160853-171160966	
chr2:171160648-171160758	
chr2:171149049-171149173	
chr2:171096707-171096823	
chr2:171091665-171091812	
chr2:171021383-171021520	
chr2:170991849-170991959	
chr2:170081964-170082076	
chr2:170061423-170061535	
chr2:169751765-169751877	
chr2:169750098-169750208	
chr2:169750025-169750137	
chr2:169749964-169750076	
chr2:169749880-169749991	
chr2:169638291-169638403	
chr2:169572502-169572613	
chr2:169558926-169559041	
chr2:169536945-169537062	
chr2:169506440-169506553	
chr2:168864235-168864346	
chr2:168841243-168841356	
chr2:168822297-168822407	
chr2:168820668-168820781	
chr2:168774592-168774704	
chr2:168763174-168763291	
chr2:168465960-168466074	
chr2:167980703-167980818	
chr2:166473136-166473247	
chr2:166404774-166404894	
chr2:166403889-166404001	
chr2:165762918-165763033	
chr2:165748411-165748524	
chr2:164791467-164791587	
chr2:162020481-162020593	
chr2:161402648-161402759	
chr2:160399475-160399588	
chr2:160320421-160320536	
chr2:160274476-160274589	
chr2:160274409-160274520	
chr2:160274295-160274405	
chr2:160272428-160272541	
chr2:160101788-160101900	
chr2:159819355-159819465	
